,Unnamed: 0,chemical1,chemical2,similarity,experimental,database,textmining,combined_score
15901,15901,5284594,5497186,0,365,0,230,496
15904,15904,5284594,644073,0,365,0,289,535
15905,15905,5284570,10070040,0,234,0,233,394
15907,15907,5284570,10100,0,234,0,574,663
15909,15909,5284570,104787,0,234,0,0,234
15911,15911,5284570,10517,0,234,0,0,234
15915,15915,5284570,123878,0,234,0,0,234
15920,15920,5284570,1983,0,234,0,464,577
15921,15921,5284570,25077992,0,234,0,150,329
15922,15922,5284570,26721,0,234,0,175,349
15924,15924,5284570,3345,0,234,0,901,922
15925,15925,5284570,33741,0,234,0,770,818
15926,15926,5284570,4058,0,234,0,810,850
15927,15927,5284570,4095,0,234,0,895,917
15929,15929,5284570,41693,0,234,0,792,836
15934,15934,5284570,51263,0,234,0,626,705
15935,15935,5284570,5284371,0,234,0,946,958
15936,15936,5284570,5284543,0,234,0,829,865
15937,15937,5284570,5284569,0,234,0,982,985
15938,15938,5284570,5284603,0,234,0,982,986
15939,15939,5284570,5284604,0,234,0,982,986
15940,15940,5284570,5288826,0,234,0,960,968
15941,15941,5284570,5311080,0,234,0,0,234
15942,15942,5284570,5311081,0,234,0,0,234
15943,15943,5284570,5311304,0,234,0,857,887
15945,15945,5284570,5359271,0,234,0,0,234
15946,15946,5284570,5359272,0,234,0,709,771
15947,15947,5284570,5359421,0,234,0,501,606
15948,15948,5284570,5361092,0,234,0,797,840
15949,15949,5284570,5462328,0,234,0,834,869
15951,15951,5284570,5485199,0,234,0,0,234
15955,15955,5284570,62156,0,234,0,338,478
15956,15956,5284570,644073,0,234,0,912,931
15961,15961,5284569,10070040,0,234,0,0,234
15963,15963,5284569,10100,0,234,0,883,908
15965,15965,5284569,104787,0,234,0,0,234
15967,15967,5284569,10517,0,234,0,0,234
15971,15971,5284569,123878,0,234,0,0,234
15979,15979,5284569,1983,0,234,0,468,580
15981,15981,5284569,25077992,0,234,0,0,234
15983,15983,5284569,26721,0,234,0,0,234
15985,15985,5284569,275196,0,391,0,0,391
15988,15988,5284569,3345,0,234,0,761,811
15989,15989,5284569,33741,0,234,0,856,886
15992,15992,5284569,4058,0,234,0,702,765
15993,15993,5284569,4095,0,391,0,779,861
15995,15995,5284569,41693,0,234,0,208,375
16002,16002,5284569,51263,0,234,0,230,392
16003,16003,5284569,5284371,0,391,0,961,975
16004,16004,5284569,5284543,0,234,0,843,876
16005,16005,5284569,5284570,0,234,0,982,985
16006,16006,5284569,5284603,0,234,0,991,993
16007,16007,5284569,5284604,0,234,0,967,974
16008,16008,5284569,5288826,0,234,0,927,942
16009,16009,5284569,5311080,0,234,0,0,234
16010,16010,5284569,5311081,0,234,0,0,234
16011,16011,5284569,5311304,0,234,0,656,729
16014,16014,5284569,5359271,0,391,0,0,391
16015,16015,5284569,5359272,0,234,0,388,517
16016,16016,5284569,5359421,0,234,0,230,392
16017,16017,5284569,5360696,0,391,0,533,707
16018,16018,5284569,5361092,0,391,0,411,630
16019,16019,5284569,5462328,0,234,0,803,844
16021,16021,5284569,5485199,0,234,0,0,234
16025,16025,5284569,62156,0,234,0,0,234
16026,16026,5284569,644073,0,234,0,742,797
16035,16035,5284549,18794,0,497,0,0,497
16036,16036,5284549,1986,0,497,0,760,875
16037,16037,5284549,3038,0,497,0,668,828
16038,16038,5284549,3295,0,497,0,657,822
16039,16039,5284549,4100,0,497,0,739,864
16040,16040,5284549,68844,0,497,0,954,976
16041,16041,5284549,7370,0,497,0,0,497
16042,16042,5284543,10070040,0,234,0,0,234
16044,16044,5284543,10100,0,234,0,598,682
16046,16046,5284543,104787,0,234,0,164,340
16048,16048,5284543,10517,0,234,0,0,234
16052,16052,5284543,123878,0,234,0,0,234
16057,16057,5284543,1983,0,234,0,575,664
16058,16058,5284543,25077992,0,234,0,0,234
16059,16059,5284543,26721,0,234,0,0,234
16061,16061,5284543,3345,0,234,0,387,516
16062,16062,5284543,33741,0,234,0,655,727
16063,16063,5284543,4058,0,234,0,456,570
16064,16064,5284543,4095,0,234,0,731,787
16066,16066,5284543,41693,0,234,0,218,383
16071,16071,5284543,51263,0,234,0,272,425
16072,16072,5284543,5284371,0,234,0,890,913
16073,16073,5284543,5284569,0,234,0,843,876
16074,16074,5284543,5284570,0,234,0,829,865
16075,16075,5284543,5284603,0,234,0,831,867
16076,16076,5284543,5284604,0,234,0,820,858
16077,16077,5284543,5288826,0,234,0,757,808
16078,16078,5284543,5311080,0,234,0,0,234
16079,16079,5284543,5311081,0,234,0,0,234
16080,16080,5284543,5311304,0,234,0,270,424
16082,16082,5284543,5359271,0,234,0,0,234
16083,16083,5284543,5359272,0,234,0,230,392
16084,16084,5284543,5359421,0,234,0,669,738
16085,16085,5284543,5361092,0,234,0,103,292
16086,16086,5284543,5462328,0,234,0,581,669
16088,16088,5284543,5485199,0,234,0,0,234
16092,16092,5284543,62156,0,234,0,152,331
16093,16093,5284543,644073,0,234,0,583,671
16100,16100,5284514,124087,0,472,0,450,700
16101,16101,5284514,1547484,0,197,0,157,302
16102,16102,5284514,1548999,0,472,0,407,677
16103,16103,5284514,16960,0,197,0,0,197
16106,16106,5284514,19861,0,197,0,330,445
16108,16108,5284514,21855,0,197,0,126,277
16109,16109,5284514,2200,0,197,0,230,363
16110,16110,5284514,2247,0,472,0,580,771
16111,16111,5284514,2267,0,472,0,506,731
16113,16113,5284514,2564,0,197,0,0,197
16114,16114,5284514,2678,0,472,0,666,818
16116,16116,5284514,2725,0,197,0,352,464
16117,16117,5284514,2913,0,197,0,105,259
16119,16119,5284514,3100,0,197,0,328,444
16121,16121,5284514,3191,0,197,0,656,715
16122,16122,5284514,3219,0,197,0,446,541
16123,16123,5284514,3241,0,197,0,356,467
16124,16124,5284514,33036,0,197,0,292,414
16125,16125,5284514,3348,0,472,0,596,780
16126,16126,5284514,3658,0,197,0,385,491
16127,16127,5284514,3827,0,197,0,342,455
16128,16128,5284514,3957,0,472,0,670,820
16129,16129,5284514,4034,0,197,0,157,302
16130,16130,5284514,4066,0,197,0,346,459
16131,16131,5284514,4098,0,197,0,0,197
16132,16132,5284514,4184,0,197,0,0,197
16133,16133,5284514,4205,0,197,0,0,197
16136,16136,5284514,4615,0,197,0,311,430
16137,16137,5284514,4761,0,197,0,274,399
16138,16138,5284514,4927,0,197,0,0,197
16140,16140,5284514,4992,0,197,0,203,340
16141,16141,5284514,5281071,0,472,0,271,603
16142,16142,5284514,5282230,0,197,0,0,197
16144,16144,5284514,5405,0,472,0,660,815
16146,16146,5284514,55482,0,197,0,0,197
16147,16147,5284514,5574,0,197,0,125,276
16148,16148,5284514,5587,0,197,0,0,197
16152,16152,5284514,65906,0,472,0,666,818
16153,16153,5284514,6726,0,197,0,0,197
16154,16154,5284514,6834,0,197,0,155,301
16155,16155,5284514,71120,0,197,0,0,197
16157,16157,5284514,72145,0,197,0,0,197
16158,16158,5284514,941361,0,197,0,0,197
16159,16159,5284513,10607,0,497,0,0,497
16162,16162,5284513,338,0,497,0,443,711
16163,16163,5284513,444795,0,497,0,625,806
16164,16164,5284513,5282375,0,497,0,992,995
16165,16165,5284513,5381,0,497,0,741,865
16166,16166,5284513,757,0,497,0,0,497
16167,16167,5284371,10070040,0,234,0,0,234
16169,16169,5284371,10100,0,234,0,821,858
16171,16171,5284371,104787,0,234,0,0,234
16173,16173,5284371,10517,0,234,0,271,424
16177,16177,5284371,123878,0,234,0,0,234
16185,16185,5284371,1983,0,234,0,793,836
16187,16187,5284371,25077992,0,234,0,0,234
16189,16189,5284371,26721,0,234,0,372,504
16191,16191,5284371,275196,0,391,0,739,836
16194,16194,5284371,3345,0,234,0,762,812
16195,16195,5284371,33741,0,234,0,853,884
16198,16198,5284371,4058,0,234,0,807,848
16199,16199,5284371,4095,0,391,0,842,900
16201,16201,5284371,41693,0,234,0,374,506
16208,16208,5284371,51263,0,234,0,382,512
16209,16209,5284371,5284543,0,234,0,890,913
16210,16210,5284371,5284569,0,391,0,961,975
16211,16211,5284371,5284570,0,234,0,946,958
16212,16212,5284371,5284603,0,234,0,977,982
16213,16213,5284371,5284604,0,234,0,938,951
16214,16214,5284371,5288826,0,234,900,970,997
16215,16215,5284371,5311080,0,234,0,0,234
16216,16216,5284371,5311081,0,234,0,0,234
16217,16217,5284371,5311304,0,234,0,536,634
16220,16220,5284371,5359271,0,391,0,577,734
16221,16221,5284371,5359272,0,234,0,576,665
16222,16222,5284371,5359421,0,234,0,454,569
16223,16223,5284371,5360696,0,391,0,859,911
16224,16224,5284371,5361092,0,391,0,358,597
16225,16225,5284371,5462328,0,234,0,884,909
16227,16227,5284371,5485199,0,234,0,0,234
16231,16231,5284371,62156,0,234,0,0,234
16232,16232,5284371,644073,0,234,0,780,826
16284,16284,5283731,1,0,238,0,0,238
16286,16286,5283731,1050,0,238,0,0,238
16287,16287,5283731,1051,0,238,0,115,305
16288,16288,5283731,1052,0,238,0,112,303
16289,16289,5283731,1054,0,238,0,0,238
16290,16290,5283731,1089,0,163,0,0,163
16291,16291,5283731,1090,0,163,0,0,163
16294,16294,5283731,1130,0,238,0,208,378
16296,16296,5283731,1132,0,238,0,0,238
16299,16299,5283731,143,0,238,0,0,238
16302,16302,5283731,14985,0,238,0,498,606
16305,16305,5283731,16124,0,347,0,701,798
16310,16310,5283731,171548,0,238,0,129,316
16312,16312,5283731,2088,0,347,0,714,808
16313,16313,5283731,23925,0,163,0,0,163
16314,16314,5283731,23930,0,163,0,0,163
16315,16315,5283731,23932,0,163,0,0,163
16316,16316,5283731,23977,0,163,0,0,163
16318,16318,5283731,23994,0,163,0,114,236
16326,16326,5283731,3249,0,347,0,954,969
16328,16328,5283731,4055,0,238,0,0,238
16330,16330,5283731,440667,0,238,0,0,238
16331,16331,5283731,445354,0,238,0,585,674
16333,16333,5283731,47528,0,238,0,0,238
16334,16334,5283731,493570,0,238,0,208,378
16335,16335,5283731,5035,0,347,0,531,684
16336,16336,5283731,511,0,238,0,0,238
16337,16337,5283731,5245,0,347,0,695,795
16338,16338,5283731,5280346,0,163,0,0,163
16339,16339,5283731,5280453,0,347,900,991,999
16340,16340,5283731,5280483,0,238,0,532,632
16341,16341,5283731,5280489,0,238,0,352,491
16342,16342,5283731,5280795,0,347,900,993,999
16351,16351,5283731,6037,0,238,0,614,697
16352,16352,5283731,60852,0,347,0,386,587
16354,16354,5283731,6326970,0,163,0,273,373
16356,16356,5283731,643976,0,238,0,0,238
16357,16357,5283731,6613,0,238,0,103,296
16358,16358,5283731,68740,0,347,0,456,634
16361,16361,5283731,807,0,163,0,0,163
16362,16362,5283731,85,0,238,0,0,238
16363,16363,5283731,864,0,238,0,122,310
16364,16364,5283731,892,0,238,0,0,238
16367,16367,5283731,934,0,163,0,0,163
16368,16368,5283731,936,0,238,0,203,374
16369,16369,5283731,937,0,238,0,128,315
16372,16372,5283454,16078,0,514,0,617,808
16374,16374,5283454,5281969,0,514,0,949,974
16375,16375,5283454,5282280,0,514,0,707,853
16377,16377,5283454,9826744,0,480,0,0,480
16378,16378,5283454,9849616,0,480,0,0,480
16388,16388,5283344,3034818,0,412,0,0,412
16390,16390,5283344,5288382,0,412,0,0,412
16392,16392,5283344,644345,0,412,0,0,412
16393,16393,5283344,65663,0,412,0,0,412
16396,16396,5283344,72430,0,412,0,0,412
16398,16398,5283344,9847059,0,412,0,0,412
16743,16743,5282381,126941,0,497,0,586,785
16747,16747,5282381,1548992,0,187,0,0,187
16748,16748,5282381,16681432,0,441,0,477,698
16755,16755,5282381,2756,0,187,0,530,606
16756,16756,5282381,2769,0,187,0,125,267
16757,16757,5282381,3001055,0,187,0,598,663
16758,16758,5282381,3032915,0,187,0,0,187
16759,16759,5282381,3033637,0,187,0,311,423
16765,16765,5282381,3883,0,187,0,505,585
16766,16766,5282381,439302,0,441,0,228,555
16768,16768,5282381,443884,0,441,0,670,810
16769,16769,5282381,4594,0,187,0,688,738
16770,16770,5282381,4679,0,187,0,388,487
16772,16772,5282381,4848,0,187,0,196,326
16773,16773,5282381,4922,0,187,0,0,187
16775,16775,5282381,5011,0,441,0,0,441
16776,16776,5282381,5029,0,187,0,274,392
16778,16778,5282381,5105,0,187,0,192,323
16780,16780,5282381,5280360,0,441,0,883,932
16781,16781,5282381,5280363,0,497,0,388,682
16784,16784,5282381,5282136,0,187,0,104,249
16795,16795,5282381,5311225,0,187,0,654,710
16797,16797,5282381,5312153,0,497,0,763,877
16798,16798,5282381,5464105,0,187,0,0,187
16800,16800,5282381,55245,0,472,0,890,940
16801,16801,5282381,5702160,0,187,0,456,544
16815,16815,5282381,7014,0,441,0,0,441
16817,16817,5282381,8223,0,441,0,0,441
16818,16818,5282381,8226,0,441,0,890,936
16823,16823,5282381,9799453,0,187,0,0,187
16825,16825,5282280,16078,0,514,0,886,942
16827,16827,5282280,5281969,0,514,900,974,998
16828,16828,5282280,5283454,0,514,0,707,853
16830,16830,5282280,9826744,0,480,0,0,480
16831,16831,5282280,9849616,0,480,0,0,480
16833,16833,5282279,105008,0,472,0,0,472
16836,16836,5282279,1727,0,472,0,175,551
16837,16837,5282279,2156,0,472,0,0,472
16840,16840,5282279,3932,0,472,0,0,472
16843,16843,5282279,71329,0,472,0,0,472
16908,16908,5282253,2284,0,226,0,0,226
16912,16912,5282253,2733,0,226,0,0,226
16915,16915,5282253,2968,0,514,0,0,514
16916,16916,5282253,3016,0,226,0,0,226
16919,16919,5282253,3450,0,378,0,0,378
16926,16926,5282253,441290,0,378,0,0,378
16928,16928,5282253,4601,0,226,0,0,226
16931,16931,5282253,5281042,0,378,0,0,378
16934,16934,5282253,5314,0,514,0,0,514
16936,16936,5282253,5487,0,226,0,0,226
16938,16938,5282253,5662,0,514,0,0,514
16940,16940,5282253,5711,0,226,0,0,226
16941,16941,5282253,6000,0,378,0,0,378
16945,16945,5282253,65750,0,226,0,0,226
16950,16950,5282253,8549,0,226,0,0,226
16955,16955,5282230,124087,0,197,0,0,197
16956,16956,5282230,1547484,0,197,0,152,298
16957,16957,5282230,1548999,0,197,0,0,197
16959,16959,5282230,16960,0,197,0,0,197
16962,16962,5282230,19861,0,197,0,0,197
16964,16964,5282230,2161,0,302,0,525,658
16965,16965,5282230,21855,0,302,0,0,302
16966,16966,5282230,2200,0,302,0,0,302
16967,16967,5282230,2247,0,302,0,0,302
16968,16968,5282230,2267,0,302,0,571,691
16970,16970,5282230,2564,0,197,0,0,197
16971,16971,5282230,2678,0,302,0,0,302
16973,16973,5282230,2725,0,302,0,280,482
16974,16974,5282230,2913,0,302,0,126,371
16976,16976,5282230,3100,0,302,0,171,404
16978,16978,5282230,3191,0,197,0,0,197
16979,16979,5282230,3219,0,302,0,106,357
16980,16980,5282230,3241,0,197,0,208,345
16981,16981,5282230,33036,0,197,0,0,197
16982,16982,5282230,3348,0,302,0,0,302
16983,16983,5282230,3658,0,197,0,0,197
16984,16984,5282230,3827,0,302,0,669,762
16985,16985,5282230,3957,0,302,0,0,302
16986,16986,5282230,4034,0,302,0,0,302
16987,16987,5282230,4066,0,197,0,177,319
16989,16989,5282230,4098,0,302,0,0,302
16991,16991,5282230,4184,0,197,0,0,197
16992,16992,5282230,4205,0,197,0,0,197
16997,16997,5282230,4615,0,302,0,580,698
16998,16998,5282230,4761,0,302,0,0,302
16999,16999,5282230,4927,0,302,0,0,302
17001,17001,5282230,4992,0,302,0,125,371
17002,17002,5282230,50294,0,302,0,0,302
17003,17003,5282230,5281071,0,302,0,270,475
17005,17005,5282230,5284514,0,197,0,0,197
17006,17006,5282230,5311101,0,302,0,0,302
17007,17007,5282230,5405,0,197,0,0,197
17009,17009,5282230,55482,0,197,0,0,197
17010,17010,5282230,5574,0,197,0,0,197
17011,17011,5282230,5587,0,302,0,0,302
17015,17015,5282230,65906,0,197,0,0,197
17016,17016,5282230,6726,0,197,0,0,197
17017,17017,5282230,6834,0,302,0,0,302
17018,17018,5282230,6918155,0,302,0,0,302
17019,17019,5282230,71120,0,302,0,0,302
17022,17022,5282230,72145,0,197,0,0,197
17024,17024,5282230,941361,0,197,0,0,197
17025,17025,5282230,9642,0,302,0,0,302
17026,17026,5282230,9878,0,302,0,0,302
17128,17128,5282136,1548992,0,433,0,0,433
17134,17134,5282136,2756,0,433,0,505,710
17135,17135,5282136,2769,0,187,0,0,187
17136,17136,5282136,3001055,0,433,0,356,623
17137,17137,5282136,3032915,0,433,0,0,433
17138,17138,5282136,3033637,0,433,0,314,599
17144,17144,5282136,3883,0,187,0,460,547
17146,17146,5282136,4594,0,187,0,388,487
17147,17147,5282136,4679,0,187,0,208,336
17149,17149,5282136,4848,0,187,0,0,187
17150,17150,5282136,4922,0,187,0,0,187
17152,17152,5282136,50287,0,433,0,271,574
17153,17153,5282136,5029,0,187,0,505,585
17155,17155,5282136,5105,0,433,0,456,682
17162,17162,5282136,5282381,0,187,0,104,249
17166,17166,5282136,5311225,0,187,0,0,187
17168,17168,5282136,5464105,0,187,0,0,187
17171,17171,5282136,5702160,0,433,0,602,767
17187,17187,5282136,9799453,0,187,0,0,187
17189,17189,5282054,3767,0,541,0,126,586
17194,17194,5281970,11556427,0,297,0,0,297
17197,17197,5281970,130214,0,153,0,0,153
17200,17200,5281970,150311,0,297,0,0,297
17201,17201,5281970,159325,0,297,0,0,297
17204,17204,5281970,16315,0,153,0,0,153
17205,17205,5281970,1662,0,441,0,0,441
17206,17206,5281970,1688,0,153,0,0,153
17207,17207,5281970,18026,0,153,0,0,153
17209,17209,5281970,2162,0,441,0,0,441
17212,17212,5281970,23403,0,153,0,0,153
17214,17214,5281970,247,0,153,0,0,153
17215,17215,5281970,2763,0,153,0,0,153
17216,17216,5281970,2796,0,297,0,0,297
17217,17217,5281970,2797,0,297,0,0,297
17218,17218,5281970,305,0,153,0,0,153
17221,17221,5281970,3339,0,153,0,0,153
17223,17223,5281970,3463,0,153,0,0,153
17224,17224,5281970,39042,0,153,0,0,153
17228,17228,5281970,446155,0,441,0,0,441
17229,17229,5281970,446156,0,441,0,120,493
17230,17230,5281970,446157,0,441,0,120,493
17234,17234,5281970,4912,0,297,0,170,399
17235,17235,5281970,49836058,0,297,0,0,297
17240,17240,5281970,5310993,0,153,0,0,153
17241,17241,5281970,53232,0,441,0,298,595
17243,17243,5281970,54454,0,441,0,216,548
17244,17244,5281970,54687,0,441,0,188,532
17245,17245,5281970,5694,0,297,0,0,297
17250,17250,5281970,6437849,0,297,0,0,297
17251,17251,5281970,6438355,0,297,0,0,297
17253,17253,5281970,64715,0,441,0,0,441
17255,17255,5281970,65036,0,153,0,0,153
17256,17256,5281970,6536,0,153,0,0,153
17263,17263,5281970,6918540,0,297,0,0,297
17265,17265,5281970,72307,0,297,0,0,297
17267,17267,5281970,937,0,153,0,0,153
17269,17269,5281969,16078,0,514,0,973,986
17271,17271,5281969,5282280,0,514,900,974,998
17272,17272,5281969,5283454,0,514,0,949,974
17274,17274,5281969,9826744,0,480,0,0,480
17275,17275,5281969,9849616,0,480,0,202,572
17345,17345,5281888,104858,0,178,0,0,178
17347,17347,5281888,114999,0,472,0,359,651
17355,17355,5281888,145068,0,178,0,0,178
17357,17357,5281888,154417,0,178,0,0,178
17361,17361,5281888,174174,0,178,0,0,178
17364,17364,5281888,2083,0,178,0,0,178
17365,17365,5281888,2153,0,178,0,0,178
17367,17367,5281888,2267,0,178,0,0,178
17372,17372,5281888,2754,0,178,0,0,178
17373,17373,5281888,2783,0,178,0,0,178
17378,17378,5281888,3343,0,178,0,0,178
17379,17379,5281888,3344,0,178,0,0,178
17380,17380,5281888,3410,0,178,0,0,178
17383,17383,5281888,3671,0,178,0,0,178
17384,17384,5281888,3762,0,178,0,0,178
17385,17385,5281888,3779,0,178,0,0,178
17392,17392,5281888,47936,0,178,0,120,255
17394,17394,5281888,4887,0,472,0,386,666
17395,17395,5281888,4916,0,178,0,0,178
17398,17398,5281888,5152,0,178,0,0,178
17399,17399,5281888,5281004,0,178,0,0,178
17400,17400,5281888,5281040,0,472,0,452,702
17401,17401,5281888,5311101,0,178,0,0,178
17402,17402,5281888,5403,0,178,0,0,178
17403,17403,5281888,5429,0,178,0,0,178
17406,17406,5281888,5581,0,178,0,0,178
17409,17409,5281888,5717,0,472,0,499,727
17410,17410,5281888,5723,0,178,0,0,178
17412,17412,5281888,60490,0,472,0,456,704
17414,17414,5281888,60842,0,472,0,328,634
17419,17419,5281888,71120,0,178,0,0,178
17421,17421,5281888,838,0,178,0,0,178
17673,17673,5281708,13089,0,412,0,210,521
17678,17678,5281708,3001028,0,335,0,828,882
17680,17680,5281708,448537,0,412,0,835,900
17684,17684,5281708,5280961,980,480,0,977,987
17685,17685,5281708,5281576,0,412,0,530,715
17686,17686,5281708,5281707,0,480,0,793,889
17688,17688,5281708,5757,0,335,0,740,822
17689,17689,5281708,5870,0,335,0,421,604
17690,17690,5281708,5991,0,335,0,346,552
17691,17691,5281708,6291,0,335,0,110,390
17694,17694,5281708,6623,0,412,0,453,669
17698,17698,5281708,91469,0,480,0,971,984
17702,17702,5281707,13089,0,412,0,341,600
17707,17707,5281707,3001028,0,335,0,671,774
17709,17709,5281707,448537,0,412,0,652,789
17713,17713,5281707,5280961,0,480,0,823,905
17714,17714,5281707,5281576,0,412,0,690,812
17715,17715,5281707,5281708,0,480,0,793,889
17717,17717,5281707,5757,0,335,0,651,761
17718,17718,5281707,5870,0,335,0,385,578
17719,17719,5281707,5991,0,335,0,230,472
17720,17720,5281707,6291,0,335,0,189,444
17723,17723,5281707,6623,0,412,0,554,730
17727,17727,5281707,91469,0,480,0,682,829
17728,17728,5281605,119461,0,497,0,0,497
17729,17729,5281605,18635,0,497,0,0,497
17730,17730,5281605,2449,0,497,0,0,497
17731,17731,5281605,4788,0,497,0,0,497
17733,17733,5281605,610479,0,497,0,0,497
17780,17780,5281576,13089,0,412,0,271,558
17785,17785,5281576,3001028,0,335,0,567,703
17787,17787,5281576,448537,0,412,0,548,726
17791,17791,5281576,5280961,0,412,0,572,740
17792,17792,5281576,5281707,0,412,0,690,812
17793,17793,5281576,5281708,0,412,0,530,715
17795,17795,5281576,5757,0,335,0,523,673
17796,17796,5281576,5870,0,335,0,274,502
17797,17797,5281576,5991,0,335,0,240,479
17798,17798,5281576,6291,0,335,0,0,335
17801,17801,5281576,6623,0,412,0,485,688
17805,17805,5281576,91469,0,412,0,247,544
17914,17914,5281078,126941,0,245,0,838,874
17919,17919,5281078,1821,0,170,0,0,170
17931,17931,5281078,393599,0,155,0,0,155
17943,17943,5281078,72438,0,190,0,0,190
18010,18010,5281071,124087,0,472,0,458,705
18011,18011,5281071,1547484,0,197,0,0,197
18012,18012,5281071,1548999,0,472,0,505,730
18014,18014,5281071,16960,0,197,0,0,197
18017,18017,5281071,19861,0,197,0,154,300
18019,18019,5281071,2161,0,302,0,232,447
18020,18020,5281071,21855,0,302,0,0,302
18021,18021,5281071,2200,0,302,0,389,560
18022,18022,5281071,2247,0,472,0,175,551
18023,18023,5281071,2267,0,472,0,670,820
18025,18025,5281071,2564,0,197,0,0,197
18026,18026,5281071,2678,0,472,0,588,775
18028,18028,5281071,2725,0,302,0,386,558
18029,18029,5281071,2913,0,302,0,105,356
18031,18031,5281071,3100,0,302,0,286,486
18033,18033,5281071,3191,0,197,0,459,552
18034,18034,5281071,3219,0,302,0,595,708
18035,18035,5281071,3241,0,197,0,744,788
18036,18036,5281071,33036,0,197,0,420,520
18037,18037,5281071,3348,0,472,0,596,780
18038,18038,5281071,3658,0,197,0,217,352
18039,18039,5281071,3827,0,302,0,745,816
18040,18040,5281071,3957,0,472,0,529,743
18041,18041,5281071,4034,0,302,0,109,359
18042,18042,5281071,4066,0,197,0,327,443
18044,18044,5281071,4098,0,302,0,0,302
18046,18046,5281071,4184,0,197,0,0,197
18047,18047,5281071,4205,0,197,0,0,197
18052,18052,5281071,4615,0,302,0,296,493
18053,18053,5281071,4761,0,302,0,420,583
18054,18054,5281071,4927,0,302,0,154,391
18056,18056,5281071,4992,0,302,0,274,478
18057,18057,5281071,50294,0,302,0,525,658
18058,18058,5281071,5282230,0,302,0,270,475
18060,18060,5281071,5284514,0,472,0,271,603
18061,18061,5281071,5311101,0,302,0,328,516
18062,18062,5281071,5405,0,472,0,356,649
18064,18064,5281071,55482,0,197,0,0,197
18065,18065,5281071,5574,0,197,0,0,197
18066,18066,5281071,5587,0,302,0,0,302
18070,18070,5281071,65906,0,472,0,385,665
18071,18071,5281071,6726,0,197,0,0,197
18072,18072,5281071,6834,0,302,0,106,357
18073,18073,5281071,6918155,0,302,0,155,392
18074,18074,5281071,71120,0,302,0,160,396
18077,18077,5281071,72145,0,197,0,0,197
18079,18079,5281071,941361,0,197,0,0,197
18080,18080,5281071,9642,0,302,0,0,302
18081,18081,5281071,9878,0,302,0,0,302
18090,18090,5281042,2284,0,226,0,0,226
18094,18094,5281042,2733,0,226,0,0,226
18097,18097,5281042,2968,0,378,0,0,378
18098,18098,5281042,3016,0,226,0,139,313
18101,18101,5281042,3450,0,448,0,0,448
18108,18108,5281042,441290,0,448,0,788,879
18110,18110,5281042,4601,0,226,0,0,226
18114,18114,5281042,5282253,0,378,0,0,378
18116,18116,5281042,5314,0,378,0,688,800
18118,18118,5281042,5487,0,226,0,0,226
18120,18120,5281042,5662,0,378,0,0,378
18122,18122,5281042,5711,0,226,0,0,226
18123,18123,5281042,6000,0,448,0,231,562
18127,18127,5281042,65750,0,226,0,0,226
18132,18132,5281042,8549,0,226,0,0,226
18136,18136,5281040,114999,0,472,0,0,472
18140,18140,5281040,1775,0,560,0,0,560
18142,18142,5281040,4887,0,472,0,978,988
18143,18143,5281040,5281888,0,472,0,452,702
18144,18144,5281040,5717,0,472,0,983,991
18145,18145,5281040,60490,0,472,0,912,952
18146,18146,5281040,60842,0,472,0,411,679
18172,18172,5281004,104858,0,178,0,0,178
18179,18179,5281004,145068,0,178,0,472,553
18181,18181,5281004,15209,0,246,0,0,246
18182,18182,5281004,154417,0,178,0,0,178
18191,18191,5281004,174174,0,178,0,100,238
18193,18193,5281004,20469,0,246,0,917,935
18195,18195,5281004,2083,0,178,0,987,989
18196,18196,5281004,2153,0,178,0,577,641
18198,18198,5281004,2267,0,178,0,459,542
18205,18205,5281004,2754,0,178,0,0,178
18206,18206,5281004,2783,0,178,0,0,178
18210,18210,5281004,31307,0,246,0,0,246
18212,18212,5281004,3343,0,178,0,419,508
18213,18213,5281004,3344,0,178,0,0,178
18214,18214,5281004,3410,0,178,0,940,950
18217,18217,5281004,3671,0,178,0,0,178
18218,18218,5281004,3762,0,178,0,208,329
18219,18219,5281004,3779,0,178,0,100,238
18230,18230,5281004,47936,0,178,0,290,398
18232,18232,5281004,4916,0,178,0,298,405
18235,18235,5281004,5152,0,178,0,911,924
18236,18236,5281004,5281888,0,178,0,0,178
18240,18240,5281004,5311067,0,246,0,0,246
18241,18241,5281004,5311101,0,178,0,939,948
18244,18244,5281004,5403,0,178,0,744,783
18245,18245,5281004,5429,0,178,0,0,178
18248,18248,5281004,5581,0,178,0,0,178
18252,18252,5281004,5723,0,178,0,0,178
18253,18253,5281004,5743,0,246,0,102,302
18254,18254,5281004,5755,0,246,0,738,796
18256,18256,5281004,5865,0,246,0,669,742
18261,18261,5281004,6215,0,246,0,295,452
18264,18264,5281004,6436,0,246,0,751,807
18272,18272,5281004,6741,0,246,0,510,619
18273,18273,5281004,6918155,0,246,0,739,797
18275,18275,5281004,71120,0,178,0,0,178
18280,18280,5281004,838,0,178,0,100,238
18283,18283,5281004,9400,0,246,0,103,303
18285,18285,5281004,9642,0,246,0,120,316
18286,18286,5281004,9782,0,246,0,0,246
18287,18287,5281004,9878,0,246,0,0,246
18301,18301,5280961,108152,0,297,0,179,405
18303,18303,5280961,114835,0,347,0,0,347
18304,18304,5280961,11617,0,347,0,210,468
