,Unnamed: 0,chemical1,chemical2,similarity,experimental,database,textmining,combined_score
18305,18305,5280961,11626560,0,297,0,0,297
18306,18306,5280961,11707110,0,297,0,0,297
18307,18307,5280961,123631,0,297,0,396,562
18311,18311,5280961,13089,0,412,0,566,737
18315,18315,5280961,160355,0,297,0,0,297
18319,18319,5280961,16197727,0,347,0,0,347
18320,18320,5280961,16590,0,347,0,154,431
18321,18321,5280961,16741,0,347,0,258,501
18322,18322,5280961,176870,0,297,0,449,601
18323,18323,5280961,208908,0,297,0,0,297
18325,18325,5280961,216239,0,297,0,112,357
18327,18327,5280961,24826799,0,297,0,0,297
18329,18329,5280961,3001028,0,335,0,908,937
18330,18330,5280961,3062316,0,297,0,0,297
18332,18332,5280961,312145,0,297,0,792,849
18334,18334,5280961,3220,0,297,0,209,427
18337,18337,5280961,3547,0,297,0,215,431
18339,18339,5280961,3712,0,347,0,571,712
18341,18341,5280961,440623,0,347,0,299,528
18343,18343,5280961,445154,0,347,0,873,914
18344,18344,5280961,446925,0,347,0,451,630
18345,18345,5280961,448537,0,412,0,914,948
18346,18346,5280961,4713,0,297,0,664,756
18347,18347,5280961,47318,0,347,0,210,468
18351,18351,5280961,5280531,0,347,0,0,347
18353,18353,5280961,5281576,0,412,0,572,740
18354,18354,5280961,5281707,0,480,0,823,905
18355,18355,5280961,5281708,980,480,0,977,987
18357,18357,5280961,5287969,0,297,0,347,527
18358,18358,5280961,5288209,0,347,0,322,544
18359,18359,5280961,5291,0,297,0,201,421
18362,18362,5280961,5329098,0,297,0,125,366
18363,18363,5280961,5329099,0,297,0,0,297
18364,18364,5280961,5330286,0,297,0,0,297
18365,18365,5280961,5350,0,347,0,453,632
18366,18366,5280961,5472495,0,347,0,126,412
18368,18368,5280961,57379345,0,297,0,0,297
18369,18369,5280961,5757,0,335,0,877,916
18370,18370,5280961,5870,0,335,0,476,641
18371,18371,5280961,5991,0,335,0,586,716
18372,18372,5280961,6291,0,335,0,113,392
18374,18374,5280961,6398761,0,347,0,0,347
18375,18375,5280961,6450551,0,297,0,0,297
18376,18376,5280961,65064,0,347,0,837,890
18377,18377,5280961,65076,0,347,0,0,347
18381,18381,5280961,6623,0,412,0,818,889
18386,18386,5280961,72,0,347,0,126,412
18387,18387,5280961,72271,0,297,0,155,388
18389,18389,5280961,82146,0,347,0,0,347
18391,18391,5280961,91469,0,480,0,970,984
18392,18392,5280961,9823820,0,297,0,0,297
18393,18393,5280961,9926791,0,297,0,0,297
18394,18394,5280961,9933475,0,297,0,0,297
18461,18461,5280795,1,0,238,0,356,495
18463,18463,5280795,1050,0,238,0,180,356
18464,18464,5280795,1051,0,238,0,258,417
18465,18465,5280795,1052,0,238,0,351,490
18466,18466,5280795,1054,0,238,0,547,644
18467,18467,5280795,1089,0,163,0,0,163
18468,18468,5280795,1090,0,163,0,174,287
18471,18471,5280795,1130,0,238,0,693,759
18473,18473,5280795,1132,0,238,0,0,238
18476,18476,5280795,143,0,238,0,191,365
18479,18479,5280795,14985,0,238,0,822,860
18482,18482,5280795,16124,0,347,0,919,946
18487,18487,5280795,171548,0,238,0,342,483
18489,18489,5280795,2088,0,347,0,907,938
18490,18490,5280795,23925,0,163,0,254,357
18491,18491,5280795,23930,0,163,0,463,537
18492,18492,5280795,23932,0,163,0,209,318
18493,18493,5280795,23977,0,163,0,296,393
18495,18495,5280795,23994,0,163,0,535,599
18503,18503,5280795,3249,0,347,0,967,978
18505,18505,5280795,4055,0,238,0,520,623
18507,18507,5280795,440667,0,238,0,0,238
18508,18508,5280795,445354,0,238,0,943,955
18510,18510,5280795,47528,0,238,0,0,238
18511,18511,5280795,493570,0,238,0,734,791
18512,18512,5280795,5035,0,347,0,773,847
18513,18513,5280795,511,0,238,0,0,238
18514,18514,5280795,5245,0,347,0,858,904
18515,18515,5280795,5280346,0,163,0,139,257
18516,18516,5280795,5280453,0,347,0,996,997
18517,18517,5280795,5280483,0,238,0,886,911
18518,18518,5280795,5280489,0,238,0,726,785
18522,18522,5280795,5283731,0,347,900,993,999
18528,18528,5280795,6037,0,238,0,856,887
18529,18529,5280795,60852,0,347,0,659,770
18531,18531,5280795,6326970,0,163,0,775,806
18533,18533,5280795,643976,0,238,0,0,238
18534,18534,5280795,6613,0,238,0,650,725
18535,18535,5280795,68740,0,347,0,745,828
18538,18538,5280795,807,0,163,0,0,163
18539,18539,5280795,85,0,238,0,389,521
18540,18540,5280795,864,0,238,0,322,468
18541,18541,5280795,892,0,238,0,194,367
18544,18544,5280795,934,0,163,0,155,271
18545,18545,5280795,936,0,238,0,533,634
18546,18546,5280795,937,0,238,0,664,736
18548,18548,5280723,110634,0,391,0,459,660
18549,18549,5280723,110635,0,391,0,472,668
18550,18550,5280723,129211,0,391,0,0,391
18552,18552,5280723,2092,0,391,0,0,391
18557,18557,5280723,4634,0,391,0,0,391
18558,18558,5280723,4680,0,391,0,741,837
18560,18560,5280723,5212,0,391,0,660,786
18562,18562,5280723,5312125,0,391,0,0,391
18563,18563,5280723,5401,0,391,0,0,391
18564,18564,5280723,57363,0,391,0,0,391
18570,18570,5280531,114835,0,347,0,0,347
18571,18571,5280531,11617,0,347,0,0,347
18572,18572,5280531,16197727,0,347,0,0,347
18573,18573,5280531,16590,0,347,0,0,347
18574,18574,5280531,16741,0,347,0,0,347
18576,18576,5280531,3712,0,347,0,0,347
18578,18578,5280531,440623,0,347,0,0,347
18579,18579,5280531,445154,0,347,0,0,347
18580,18580,5280531,446925,0,347,0,104,397
18581,18581,5280531,47318,0,347,0,0,347
18583,18583,5280531,5280961,0,347,0,0,347
18586,18586,5280531,5288209,0,347,0,0,347
18587,18587,5280531,5350,0,347,0,0,347
18588,18588,5280531,5472495,0,347,0,0,347
18591,18591,5280531,6398761,0,347,0,0,347
18592,18592,5280531,65064,0,347,0,0,347
18593,18593,5280531,65076,0,347,0,0,347
18596,18596,5280531,72,0,347,0,0,347
18598,18598,5280531,82146,0,347,0,0,347
18599,18599,5280483,1,0,238,0,0,238
18601,18601,5280483,1050,0,238,0,0,238
18603,18603,5280483,1051,0,238,0,157,338
18604,18604,5280483,1052,0,238,0,182,358
18605,18605,5280483,1054,0,238,0,271,427
18607,18607,5280483,1089,0,163,0,0,163
18608,18608,5280483,1090,0,163,0,0,163
18611,18611,5280483,1130,0,238,0,505,611
18613,18613,5280483,1132,0,238,0,210,380
18620,18620,5280483,122296,0,268,0,0,268
18622,18622,5280483,143,0,238,0,126,314
18625,18625,5280483,14985,0,238,0,669,740
18633,18633,5280483,171548,0,238,0,171,349
18636,18636,5280483,18830,0,335,0,0,335
18638,18638,5280483,2244,0,268,0,738,802
18639,18639,5280483,23925,0,163,0,102,225
18640,18640,5280483,23930,0,163,0,364,452
18641,18641,5280483,23932,0,163,0,151,268
18642,18642,5280483,23977,0,163,0,101,225
18644,18644,5280483,23994,0,163,0,333,425
18649,18649,5280483,25244225,0,268,0,527,643
18652,18652,5280483,2754,0,268,0,208,402
18653,18653,5280483,27991,0,335,0,387,580
18657,18657,5280483,3249,0,238,0,177,354
18658,18658,5280483,4055,0,514,0,930,965
18661,18661,5280483,440667,0,238,0,126,314
18662,18662,5280483,445354,0,238,0,703,767
18663,18663,5280483,47528,0,238,0,0,238
18664,18664,5280483,493570,0,238,0,509,614
18665,18665,5280483,511,0,238,0,0,238
18666,18666,5280483,51550,0,268,0,0,268
18667,18667,5280483,5160,0,268,0,0,268
18668,18668,5280483,5280346,0,163,0,475,548
18669,18669,5280483,5280453,0,238,0,700,765
18670,18670,5280483,5280489,0,238,0,387,518
18671,18671,5280483,5280795,0,238,0,886,911
18676,18676,5280483,5283731,0,238,0,532,632
18683,18683,5280483,5472,0,268,0,468,598
18685,18685,5280483,5486684,0,268,0,0,268
18686,18686,5280483,5526,0,514,0,518,758
18687,18687,5280483,564,0,514,0,270,634
18693,18693,5280483,6037,0,238,0,618,700
18695,18695,5280483,6326970,0,163,0,384,469
18700,18700,5280483,643976,0,238,0,0,238
18701,18701,5280483,644077,0,335,0,0,335
18703,18703,5280483,65243,0,268,0,0,268
18705,18705,5280483,65889,0,268,0,0,268
18706,18706,5280483,6613,0,238,0,505,611
18714,18714,5280483,772,0,268,0,851,887
18715,18715,5280483,807,0,163,0,0,163
18718,18718,5280483,85,0,238,0,176,353
18719,18719,5280483,864,0,238,0,176,353
18720,18720,5280483,892,0,238,0,0,238
18722,18722,5280483,90470996,0,335,0,611,733
18724,18724,5280483,934,0,163,0,0,163
18725,18725,5280483,936,0,238,0,292,444
18726,18726,5280483,937,0,238,0,505,611
18730,18730,5280453,1,0,238,0,0,238
18734,18734,5280453,1050,0,238,0,0,238
18735,18735,5280453,1051,0,238,0,144,328
18736,18736,5280453,1052,0,238,0,0,238
18737,18737,5280453,10531,0,218,0,176,336
18738,18738,5280453,1054,0,238,0,0,238
18739,18739,5280453,1089,0,163,0,0,163
18740,18740,5280453,1090,0,163,0,0,163
18743,18743,5280453,1130,0,238,0,0,238
18745,18745,5280453,1132,0,238,0,0,238
18750,18750,5280453,123694,0,218,0,0,218
18754,18754,5280453,143,0,238,0,0,238
18757,18757,5280453,14985,0,238,0,383,515
18760,18760,5280453,16124,0,347,0,736,822
18763,18763,5280453,16132429,0,218,0,0,218
18766,18766,5280453,171548,0,238,0,121,310
18768,18768,5280453,18830,0,218,0,0,218
18770,18770,5280453,2088,0,347,0,677,782
18772,18772,5280453,23925,0,163,0,0,163
18773,18773,5280453,23930,0,163,0,132,251
18774,18774,5280453,23932,0,163,0,0,163
18775,18775,5280453,23977,0,163,0,0,163
18777,18777,5280453,23994,0,163,0,172,286
18787,18787,5280453,3249,0,347,0,907,938
18793,18793,5280453,4055,0,238,0,100,293
18796,18796,5280453,439260,0,218,0,310,444
18797,18797,5280453,440667,0,238,0,0,238
18798,18798,5280453,4436,0,218,0,0,218
18799,18799,5280453,4440,0,218,0,0,218
18800,18800,5280453,445354,0,238,0,619,701
18801,18801,5280453,446220,0,218,0,0,218
18802,18802,5280453,4581,0,218,0,0,218
18803,18803,5280453,4636,0,218,0,0,218
18805,18805,5280453,47528,0,238,0,0,238
18807,18807,5280453,493570,0,238,0,123,311
18808,18808,5280453,5035,0,347,0,518,676
18809,18809,5280453,511,0,238,0,0,238
18810,18810,5280453,5139,0,218,0,0,218
18811,18811,5280453,5245,0,347,0,388,588
18812,18812,5280453,5280346,0,163,0,0,163
18813,18813,5280453,5280483,0,238,0,700,765
18814,18814,5280453,5280489,0,238,0,176,353
18815,18815,5280453,5280795,0,347,0,996,997
18822,18822,5280453,5283731,0,347,900,991,999
18824,18824,5280453,5311345,0,218,0,0,218
18826,18826,5280453,5358,0,218,0,0,218
18832,18832,5280453,5709,0,218,0,0,218
18839,18839,5280453,6037,0,238,0,297,448
18840,18840,5280453,6041,0,218,0,248,394
18842,18842,5280453,60852,0,347,0,329,548
18844,18844,5280453,6326970,0,163,0,306,402
18848,18848,5280453,643976,0,238,0,0,238
18849,18849,5280453,644077,0,218,0,0,218
18850,18850,5280453,6613,0,238,0,0,238
18851,18851,5280453,68740,0,347,0,359,568
18855,18855,5280453,7172,0,218,0,0,218
18856,18856,5280453,72081,0,218,0,0,218
18858,18858,5280453,807,0,163,0,0,163
18859,18859,5280453,8223,0,218,0,0,218
18860,18860,5280453,82320,0,514,0,0,514
18861,18861,5280453,838,0,218,0,340,468
18862,18862,5280453,85,0,238,0,0,238
18863,18863,5280453,864,0,238,0,0,238
18864,18864,5280453,892,0,238,0,129,316
18868,18868,5280453,934,0,163,0,0,163
18869,18869,5280453,936,0,238,0,230,396
18870,18870,5280453,937,0,238,0,213,382
18871,18871,5280453,9681,0,218,0,0,218
18933,18933,5280363,126941,0,497,0,0,497
18934,18934,5280363,16681432,0,441,0,208,544
18936,18936,5280363,439302,0,441,0,153,512
18937,18937,5280363,443884,0,441,0,612,776
18938,18938,5280363,5011,0,441,0,0,441
18939,18939,5280363,5280360,0,441,900,863,991
18942,18942,5280363,5282381,0,497,0,388,682
18945,18945,5280363,5312153,0,497,0,637,812
18946,18946,5280363,55245,0,472,0,384,665
18951,18951,5280363,7014,0,441,0,0,441
18952,18952,5280363,8223,0,441,0,104,484
18953,18953,5280363,8226,0,441,0,918,953
18956,18956,5280360,16681432,0,441,0,0,441
18958,18958,5280360,439302,0,441,0,126,496
18959,18959,5280360,443884,0,441,0,274,582
18960,18960,5280360,5011,0,441,0,0,441
18961,18961,5280360,5280363,0,441,900,863,991
18964,18964,5280360,5282381,0,441,0,883,932
18966,18966,5280360,7014,0,441,0,0,441
18967,18967,5280360,8223,0,441,0,0,441
18968,18968,5280360,8226,0,441,0,819,895
18970,18970,5280346,1,0,163,0,139,257
18974,18974,5280346,1050,0,163,0,0,163
18975,18975,5280346,1051,0,163,0,127,247
18976,18976,5280346,1052,0,163,0,0,163
18977,18977,5280346,1054,0,163,0,0,163
18978,18978,5280346,1089,0,163,0,120,241
18979,18979,5280346,1090,0,163,0,100,224
18982,18982,5280346,1130,0,163,0,284,382
18984,18984,5280346,1132,0,163,0,239,344
18987,18987,5280346,143,0,163,0,0,163
18990,18990,5280346,149436,0,353,0,0,353
18991,18991,5280346,14985,0,163,0,627,678
18995,18995,5280346,171548,0,163,0,0,163
18997,18997,5280346,23925,0,163,0,274,374
18998,18998,5280346,23930,0,163,0,217,325
18999,18999,5280346,23932,0,163,0,0,163
19000,19000,5280346,23977,0,163,900,109,920
19002,19002,5280346,23994,0,163,900,307,938
19014,19014,5280346,3202,0,353,0,0,353
19016,19016,5280346,3249,0,163,0,0,163
19017,19017,5280346,3373,0,353,0,0,353
19018,19018,5280346,3406,0,353,0,0,353
19019,19019,5280346,4055,0,163,0,787,817
19021,19021,5280346,440667,0,163,0,172,286
19022,19022,5280346,445354,0,163,0,313,408
19023,19023,5280346,47528,0,163,0,0,163
19024,19024,5280346,493570,0,163,0,323,416
19025,19025,5280346,511,0,163,0,0,163
19027,19027,5280346,5280453,0,163,0,0,163
19028,19028,5280346,5280483,0,163,0,475,548
19029,19029,5280346,5280489,0,163,0,355,444
19030,19030,5280346,5280795,0,163,0,139,257
19033,19033,5280346,5283731,0,163,0,0,163
19034,19034,5280346,5353894,0,353,0,0,353
19041,19041,5280346,5852,0,353,0,0,353
19042,19042,5280346,6020698,0,353,0,0,353
19043,19043,5280346,6037,0,163,0,361,449
19047,19047,5280346,6326970,0,163,0,344,434
19049,19049,5280346,643976,0,163,0,586,643
19051,19051,5280346,6613,0,163,0,211,319
19053,19053,5280346,807,0,163,0,0,163
19054,19054,5280346,85,0,163,0,330,422
19055,19055,5280346,864,0,163,0,403,485
19056,19056,5280346,892,0,163,0,101,225
19059,19059,5280346,934,0,163,0,125,245
19060,19060,5280346,936,0,163,0,270,371
19061,19061,5280346,937,0,163,0,177,290
19065,19065,5280346,9934,0,353,0,0,353
19066,19066,5001396,10182969,0,208,0,884,905
19067,19067,5001396,10205,0,208,0,0,208
19068,19068,5001396,10280735,0,208,0,761,805
19073,19073,5001396,183797,0,208,0,580,657
19077,19077,5001396,25201794,829,208,0,821,854
19078,19078,5001396,25244225,0,208,0,683,741
19081,19081,5001396,311,0,208,0,0,208
19082,19082,5001396,3121,0,208,0,541,626
19083,19083,5001396,32756,0,208,0,100,265
19090,19090,5001396,54676537,0,208,0,819,852
19094,19094,5001396,54680692,0,208,0,884,906
19096,19096,5001396,54685524,0,208,0,284,415
19098,19098,5001396,5496659,0,208,0,260,396
19110,19110,5001396,772,0,208,0,970,975
19113,19113,5001396,9574101,0,208,0,764,807
19114,19114,5001396,9578572,0,208,0,819,853
19115,19115,5001396,9807238,0,208,0,156,311
19116,19116,5001396,9875401,0,208,0,890,910
19117,19117,5001396,9912771,0,208,0,505,596
19130,19130,4990817,149096,0,201,0,0,201
19135,19135,4990817,24360,0,169,0,343,437
19138,19138,4990817,2764,0,201,0,0,201
19139,19139,4990817,30323,0,201,0,258,389
19141,19141,4990817,31703,0,201,0,361,474
19145,19145,4990817,36462,0,201,0,675,733
19149,19149,4990817,41867,0,201,0,176,321
19150,19150,4990817,4212,0,201,0,298,422
19151,19151,4990817,42890,0,201,0,195,337
19154,19154,4990817,4421,0,201,0,150,300
19157,19157,4990817,452548,0,201,0,580,654
19158,19158,4990817,4539,0,201,0,0,201
19160,19160,4990817,4583,0,201,0,0,201
19166,19166,4990817,5379,0,201,0,0,201
19182,19182,4990817,71384,0,201,0,587,660
19193,19193,4659569,114683,0,505,0,0,505
19195,19195,4659569,1201549,0,264,0,272,448
19198,19198,4659569,16362,0,251,0,105,309
19200,19200,4659569,1663,0,264,0,0,264
19201,19201,4659569,1810907,0,505,0,258,621
19204,19204,4659569,2130,0,264,0,456,587
19205,19205,4659569,2327,0,264,0,659,741
19207,19207,4659569,2381,0,264,0,267,444
19208,19208,4659569,26757,0,264,0,652,736
19209,19209,4659569,28864,0,264,0,415,556
19213,19213,4659569,34359,0,264,0,671,751
19214,19214,4659569,3446,0,264,0,0,264
19215,19215,4659569,3559,0,251,0,173,362
19216,19216,4659569,4054,0,264,0,156,360
19217,19217,4659569,4601,0,264,0,169,370
19218,19218,4659569,4850,0,264,0,359,514
19219,19219,4659569,4919,0,264,0,274,449
19220,19220,4659569,5095,0,264,0,652,736
19221,19221,4659569,5281081,0,505,0,978,989
19223,19223,4659569,5464105,0,505,0,594,793
19224,19224,4659569,54746,0,264,0,529,642
19225,19225,4659569,5572,0,264,0,274,449
19227,19227,4659569,6047,0,264,0,820,863
19229,19229,4659569,6437850,0,264,0,0,264
19231,19231,4659569,68778,0,264,0,102,319
19232,19232,4659569,68848,0,264,0,0,264
19233,19233,4659569,71307,0,264,0,217,406
19237,19237,4369359,10096344,0,514,0,822,910
19238,19238,4369359,11243969,0,514,0,822,910
19239,19239,4369359,11450633,0,514,0,822,910
19243,19243,4369359,123823,0,166,0,0,166
19246,19246,4369359,1613,0,166,0,0,166
19252,19252,4369359,16135499,0,514,0,0,514
19253,19253,4369359,16157882,0,514,0,0,514
19256,19256,4369359,18026,0,166,0,0,166
19258,19258,4369359,1989,0,166,0,212,323
19262,19262,4369359,2750,0,166,0,0,166
19264,19264,4369359,3101,0,166,0,0,166
19267,19267,4369359,3475,0,166,0,663,710
19268,19268,4369359,3476,0,166,0,947,955
19269,19269,4369359,3478,0,166,0,795,824
19270,19270,4369359,3488,0,166,0,747,782
19271,19271,4369359,4091,0,166,0,915,927
19273,19273,4369359,41774,0,166,0,660,707
19275,19275,4369359,441314,0,166,0,656,704
19277,19277,4369359,444020,0,166,0,584,642
19279,19279,4369359,4829,0,166,0,884,900
19280,19280,4369359,501640,0,166,0,0,166
19281,19281,4369359,51634,0,166,0,0,166
19282,19282,4369359,5278,0,166,0,0,166
19283,19283,4369359,5311309,0,166,0,663,710
19287,19287,4369359,5505,0,166,0,300,398
19289,19289,4369359,5591,0,166,0,274,376
19293,19293,4369359,65036,0,166,0,0,166
19294,19294,4369359,65110,0,166,0,0,166
19295,19295,4369359,65981,0,166,0,662,709
19297,19297,4369359,6918537,0,505,0,940,969
19307,19307,4369359,94701,0,505,0,420,704
19314,19314,4306515,107641,0,246,0,0,246
19315,19315,4306515,119607,0,246,0,210,386
19316,19316,4306515,119828,0,246,0,162,349
19317,19317,4306515,123619,0,246,0,125,320
19318,19318,4306515,151166,0,246,0,154,343
19319,19319,4306515,1548886,0,246,0,126,321
19320,19320,4306515,156391,0,246,0,300,456
19321,19321,4306515,2244,0,246,0,370,510
19324,19324,4306515,2662,682,246,0,757,811
19325,19325,4306515,3032,0,246,0,298,454
19326,19326,4306515,3059,0,246,0,0,246
19329,19329,4306515,3177,0,246,0,434,560
19331,19331,4306515,3308,0,246,0,218,392
19334,19334,4306515,338,0,246,0,0,246
19335,19335,4306515,3394,0,246,0,210,386
19336,19336,4306515,3672,0,246,0,345,491
19337,19337,4306515,3715,0,246,0,669,742
19339,19339,4306515,3825,0,246,0,167,353
19340,19340,4306515,3826,0,246,0,217,391
19341,19341,4306515,4036,0,246,0,0,246
19342,19342,4306515,4044,0,246,0,0,246
19345,19345,4306515,439503,0,246,0,0,246
19346,19346,4306515,4409,0,246,0,0,246
19347,19347,4306515,4488,0,246,0,107,306
19348,19348,4306515,4495,0,246,0,467,586
19349,19349,4306515,5090,0,246,0,657,733
19353,19353,4306515,5472495,0,246,0,0,246
19354,19354,4306515,5508,0,246,0,0,246
19357,19357,4306515,71246,0,246,0,0,246
19358,19358,4306515,71398,0,246,0,126,321
19361,19361,4306515,9799453,0,246,0,205,382
19362,19362,4302960,107930,0,222,0,0,222
19364,19364,4302960,123696,0,222,0,0,222
19365,19365,4302960,129497,0,222,0,0,222
19367,19367,4302960,16362,0,222,0,0,222
19368,19368,4302960,16363,0,222,0,0,222
19369,19369,4302960,2170,0,222,0,0,222
19373,19373,4302960,2726,0,222,0,0,222
19375,19375,4302960,3151,0,222,0,0,222
19376,19376,4302960,3168,0,551,0,0,551
19378,19378,4302960,3372,0,222,0,0,222
19379,19379,4302960,3396,0,222,0,0,222
19380,19380,4302960,3408722,0,222,0,480,583
19381,19381,4302960,3559,0,222,0,195,355
19382,19382,4302960,3964,0,222,0,0,222
19383,19383,4302960,4078,0,222,0,0,222
19384,19384,4302960,4168,0,551,0,0,551
19385,19385,4302960,4452,0,222,0,0,222
19386,19386,4302960,4744,0,222,0,0,222
19387,19387,4302960,4748,0,222,0,0,222
19388,19388,4302960,4917,0,222,0,0,222
19389,19389,4302960,4926,0,222,0,0,222
19390,19390,4302960,5073,0,222,0,113,289
19391,19391,4302960,5265,0,222,0,0,222
19392,19392,4302960,5268,0,222,0,0,222
19393,19393,4302960,5281881,0,222,0,0,222
19395,19395,4302960,5311507,0,222,0,0,222
19396,19396,4302960,5355,0,222,0,0,222
19397,19397,4302960,5357,0,222,0,0,222
19399,19399,4302960,54477,0,222,0,0,222
19400,19400,4302960,5452,0,222,0,0,222
19401,19401,4302960,5467,0,222,0,0,222
19402,19402,4302960,5566,0,222,0,0,222
19403,19403,4302960,5567,0,222,0,0,222
19404,19404,4302960,5568,0,222,0,0,222
19405,19405,4302960,5626,0,222,0,388,509
19411,19411,4302960,667467,0,222,0,0,222
19415,19415,4302960,941651,0,222,0,0,222
19417,19417,3567002,104973,0,211,0,320,447
19418,19418,3567002,10531,0,211,0,0,211
19419,19419,3567002,108094,0,211,0,0,211
19421,19421,3567002,121850,0,211,0,292,424
19422,19422,3567002,123679,0,211,0,0,211
19425,19425,3567002,129211,0,456,0,218,561
19426,19426,3567002,132266,0,211,0,746,793
19427,19427,3567002,183092,0,211,0,0,211
19428,19428,3567002,2092,0,456,0,0,456
